;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cennik obowiązuje od dnia 7 lutego 2014 r.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Opakowanie jednostkowe;;;;;Karton wewnętrzny;;;;;Karton duży;;;;;;
Kod towaru;Nazwa artykułu;NOWOŚĆ;Cena netto katalogowa;;Kategoria;Podkategoria;Opis;Opis cech;Opis dodatkowy;Podstawowy materiał wykonania;Dodatkowy materiał wykonania;Kategoria zdobienia;Sugerowana technika zdobienia;Liczba kolorów;Długość obszaru;Szerokość obszaru;Długość produktu;Szerokość produktu;Wysokość produktu;Materiał wykonania opakowania;Rodzaj opakowania jedn.;Kolor opakowania jedn.;Baterie;Cechy specyficzne;Kolor podstawowy;Kolor dodatkowy;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Waga brutto;Waga netto;Długość;Szerokość;Wysokość;Ilość w jednostkach podstawowych;Ilość na palecie wysyłkowej
R64225.05;Notatnik - zielony;;4,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. Gramatura 70 g. 80 kartek w kratkę. Papier kremowy chamois. Pakowany w woreczek foliowy. Logo naniesiemy na notes techniką tampondruku.;;;papier;moleskin;L2;laser;1;30;30;90.0;140.0;12.0;folia;woreczek foliowy;bezbarwny;;;zielony;;;;;;;;;;;;11.0;10.5;340.0;195.0;295.0;100;7200
R64225.06;Notes, biały;;4,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. Gramatura 70 g. 80 kartek w kratkę. Papier kremowy chamois. Pakowany w woreczek foliowy.;;;Papier;;L2;laser;1;30;30;90.0;140.0;12.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;11.0;10.5;340.0;195.0;295.0;100;7200
R64225.08;Notatnik - czerwony;;4,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin. Zamykany elastyczną taśmą. Wyposażony w uchwyt na cienki długopis (maksymalna grubość 10mm). Gramatura 70 g. 80 kartek w kratkę. Papier kremowy chamois. Pakowany w woreczek foliowy. Logo naniesiemy na notes techniką tampondruku.;;;papier;moleskin;L2;laser;1;30;30;90.0;140.0;12.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;;;;;;11.0;10.5;340.0;195.0;295.0;100;7200
R64227.02;Notatnik, czarny;;9,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. Gramatura 70 g. 80 kartek w kratkę. Papier kremowy chamois. Pakowany w woreczek foliowy.;;;papier;moleskin;L2;laser;1;30;30;130.0;210.0;12.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;13.5;13.0;370.0;280.0;225.0;60;3840
R64227.04;Notatnik, niebieski;;9,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. Gramatura 70 g. 80 kartek w kratkę. Papier kremowy chamois. Pakowany w woreczek foliowy.;;;papier;moleskin;L2;laser;1;30;30;130.0;210.0;12.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;;;;;;13.5;13.0;370.0;280.0;225.0;60;3840
R64227.05;Notatnik, zielony;;9,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. Gramatura 70 g. 80 kartek w kratkę. Papier kremowy chamois. Pakowany w woreczek foliowy.;;;papier;moleskin;L2;laser;1;30;30;130.0;210.0;12.0;folia;woreczek foliowy;bezbarwny;;;zielony;;;;;;;;;;;;13.5;13.0;370.0;280.0;225.0;60;3840
R64227.06;Notes, biały;;9,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. Gramatura 70 g. 80 kartek w kratkę. Papier kremowy chamois. Pakowany w woreczek foliowy.;;;Papier;;L2;laser;1;30;30;130.0;210.0;12.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;13.5;13.0;370.0;280.0;225.0;60;3840
R64227.08;Notatnik, czerwony;;9,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. Gramatura 70 g. 80 kartek w kratkę. Papier kremowy chamois. Pakowany w woreczek foliowy.;;;papier;moleskin;L2;laser;1;30;30;130.0;210.0;12.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;;;;;;13.5;13.0;370.0;280.0;225.0;60;3840
R64228;Notes;;11,90 zł;;Do biura;Notesy;Notatnik z okładką moleskin i barwionym brzegiem. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. 80 gładkich kartek. Gramatura 70 g. W środku papier kremowy chamois. Pakowany w woreczek foliowy.;;;Papier;;L2;laser;1;30;30;130.0;210.0;12.0;folia;woreczek foliowy;bezbarwny;;;czarny;czerwony;;;;;;;;;;;13.5;13.0;435.0;280.0;225.0;60;2520
R64230;Notatnik;;7,90 zł;;Do biura;Notesy;Notatnik z 64 kartkami w kratkę, oprawiony w ekoskórę. Zamykany elastyczną taśmą. Posiada uchwyt na długopis. Gramatura 70 g. Pakowany w woreczek foliowy. Logo naniesiemy na notatnik techniką tampondruku.;;;papier;moleskin;A3;tampodruk;1;35;40;90.0;140.0;14.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;11.0;10.5;390.0;195.0;300.0;100;7200
R64232.02;Notes;;9,90 zł;;Do biura;Notesy;Modny notatnik oprawiony w ekoskórę. Zamykany elastyczną taśmą. 80 kartek w kratkę. Gramatura 70 g. Papier kremowy chamois. Pakowany w woreczek foliowy.;;;Ekoskóra;;L2;laser;1;30;30;90.0;140.0;13.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;11.0;10.5;430.0;195.0;300.0;100;4800
R64233;Notes;;7,45 zł;;Do biura;Notesy;Notatnik oprawiony w miękką błyszczącą ekoskórę. Zamykany elastyczną taśmą. Wyposażony w uchwyt na długopis. 80 kartek w kratkę. Gramatura 70 g. Papier kremowy chamois. Pakowany w woreczek foliowy.;;;Ekoskóra;;A3;tampodruk;1;40;40;90.0;140.0;14.0;folia;woreczek foliowy;bezbarwny;;;srebrny;;;;;;;;;;;;11.5;11.0;470.0;195.0;300.0;100;4800
R64305;Zestaw biurowy;;26,90 zł;;Do biura;Zestawy upominkowe;Doskonały upominek. Wykonany z metalu i eko-skóry zestaw składający się z wizytownika, długopisu i breloka. Pakowany w kartonowe pudełko. Logo umieścimy na pudełku przy użyciu tampondruku.;wizytownik, długopis, brelok;;metal, eko-skóra;;A2;tampodruk;1;50;14;200.0;25.0;160.0;karton;pudełko;srebrny;;Srebrny;czarny;;0.17;0.15;165.0;205.0;23.0;6.0;5.0;330.0;410.0;250.0;14.0;12.0;550.0;360.0;450.0;80;1280
R64306;Zestaw biurowy;;34,90 zł;;Do biura;Zestawy upominkowe;Elegancki zestaw składajacy się z wizytownika i długopisu. Pakowany w przezroczyste kartonowe pudełko. Logo umieścimy na wizytowniku  na pudełku przy użyciu grawerki laserowej. ;wizytownik z długopisem;;metal;;L2;laser;1;30;30;180.0;20.0;135.0;karton;pudełko;srebrny;;;srebrny;;0.14;0.12;133.0;182.0;22.0;;;;;;14.0;12.0;720.0;410.0;300.0;100;1800
R64323.02;Stojak na telefon, czarny;;4,45 zł;;Do biura;Akcesoria osobiste;Stabilna podstawka pod smartfon wykonana z plastiku. Specjalnie opracowana struktura gumy termoplastycznej sprawia, że telefon bardzo dobrze trzyma się powierzchni. Pakowana w woreczek foliowy.;;;Plastik;;A1;tampodruk;4;45;16;60.0;120.0;10.0;folia;woreczek foliowy;bezbarwny;;;czarny;biały;;;;;;2.17;2.0;120.0;320.0;125.0;13.0;12.0;390.0;335.0;265.0;300;12000
R64323.04;Stojak na telefon, niebieski;;4,45 zł;;Do biura;Akcesoria osobiste;Stabilna podstawka pod smartfon wykonana z plastiku. Specjalnie opracowana struktura gumy termoplastycznej sprawia, że telefon bardzo dobrze trzyma się powierzchni. Pakowana w woreczek foliowy.;;;Plastik;;A1;tampodruk;4;45;16;60.0;120.0;10.0;folia;woreczek foliowy;bezbarwny;;;niebieski;biały;;;;;;2.17;2.0;120.0;320.0;125.0;13.0;12.0;390.0;335.0;265.0;300;12000
R64333;Linijka;;1,98 zł;;Do biura;Akcesoria osobiste;Linijka drewniana o długości 30 cm. Pakowana zbiorczo. Logo naniesiemy na linijkę techniką tampondruku.;;;drewno;;A1;tampodruk;4;60;7;310.0;24.0;3.0;;brak;;;;brązowy;;;;;;;1.6;1.6;310.0;80.0;25.0;49.0;48.0;800.0;400.0;400.0;3000;72000
R64335;Linijka z lupą;;0,95 zł;;Do biura;Akcesoria osobiste;Plastikowa linijka z kątomierzem i lupką powiększającą. Pakowana  w woreczek foliowy. Logo naniesiemy na linijkę techniką tampondruku.;;;plastik;;A1;tampodruk;4;60;20;185.0;45.0;3.0;folia;woreczek foliowy;bezbarwny;;;bezbarwny;;0.01;0.01;185.0;45.0;4.0;;;;;;17.0;16.0;550.0;205.0;310.0;1000;60000
R64341.02;Podkładka konferencyjna, czarna;;5,95 zł;;Do biura;Akcesoria osobiste;Podkładka konferencyjna z metalowym klipem. Pakowana w woreczek foliowy. Logo naniesiemy na podkładkę techniką tampondruku;;;PVC;;A2;tampodruk;1;40;40;230.0;316.0;12.0;folia;woreczek foliowy;bezbarwny;;;czarny;;;;;;;;;;;;21.0;20.0;535.0;325.0;240.0;72;2592
R64341.04;Podkładka konferencyjna, niebieska;;5,95 zł;;Do biura;Akcesoria osobiste;Podkładka konferencyjna z metalowym klipem. Pakowana w woreczek foliowy. Logo naniesiemy na podkładkę techniką tampondruku;;;PVC;;A2;tampodruk;1;40;40;230.0;316.0;12.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;;;;;;21.0;20.0;535.0;325.0;240.0;72;2592
R64341.06;Podkładka z klipem;;5,95 zł;;Do biura;Akcesoria osobiste;Podkładka konferencyjna z metalowym klipem. Pakowana w woreczek foliowy. Logo naniesiemy na podkładkę techniką tampondruku.;;;PVC;;A2;tampodruk;4;40;40;230.0;316.0;12.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;;;;;;12.0;11.0;500.0;330.0;245.0;72;2520
R64361.06;Lupa;;1,15 zł;;Do biura;Akcesoria osobiste;Lupa o trzykrotnym powiększeniu w kształcie karty kredytowej. Wykonana z plastiku. Pakowana w etui z pcv zapobiegające rysowaniu się lupy. Logo naniesiemy na lupę techniką tampondruku.;;;Plastik;;A2;tampodruk;4;55;15;85.0;55.0;0.5;etui plastikowe;etui;bezbarwny;;;biały;;;;;;;2.4;2.2;200.0;200.0;70.0;12.0;11.0;370.0;250.0;180.0;2500;200000
R64362.06;Lupa;;0,99 zł;;Do biura;Akcesoria osobiste;Wykonana z plastiku lupa w klasycznym kształcie. Powiększenie x 3. Pakowana w woreczek foliowy. Logo naniesiemy na lupę techniką tampondruku.;;;Plastik;;A2;tampodruk;4;25;10;85.0;50.0;0.5;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;1.5;1.3;165.0;190.0;65.0;7.5;6.5;350.0;210.0;180.0;2500;200000
R64365;Zakładka z lupą i linijką;EOY 2013;1,28 zł;;Do biura;Akcesoria osobiste;Zakładka z lupą o powiększeniu x3 oraz linijką 8 cm. Wykonana z plastiku. Pakowana w woreczek foliowy. Produkt podobny: R64360.02;;;Plastik;;A2;tampodruk;4;45;25;140.0;37.0;1.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;0.9;0.8;170.0;160.0;50.0;9.5;8.5;350.0;250.0;188.0;2500;200000
R64395.02;Zegar ścienny czarny;;19,90 zł;;Elektronika;Zegary i radia;Okrągły zegar ścienny z szklaną pokrywą. Zasilany 1 baterią typu AA (dołączona do produktu). Pakowany w białe kartonowe pudełko. Logo naniesiemy na szklaną pokrywę techniką tampondruku.;;? 320 mm;plastik;szkło;A3;tampodruk;1;40;40;320.0;320.0;60.0;karton;pudełko;biały;TAK;;czarny;;0.7;0.55;335.0;330.0;70.0;;;;;;7.0;5.5;600.0;350.0;355.0;10;200
R64395.04;Zegar ścienny niebieski;;19,90 zł;;Elektronika;Zegary i radia;Okrągły zegar ścienny z szklaną pokrywą. Zasilany 1 baterią typu AA (dołączona do produktu). Pakowany w białe kartonowe pudełko. Logo naniesiemy na szklaną pokrywę techniką tampondruku.;;? 320 mm;plastik;szkło;A3;tampodruk;1;40;40;320.0;320.0;60.0;karton;pudełko;biały;TAK;;niebieski;;0.7;0.55;335.0;330.0;70.0;;;;;;7.0;5.5;600.0;350.0;355.0;10;200
R64395.05;Zegar ścienny zielony;;19,90 zł;;Elektronika;Zegary i radia;Okrągły zegar ścienny z szklaną pokrywą. Zasilany 1 baterią typu AA (dołączona do produktu). Pakowany w białe kartonowe pudełko. Logo naniesiemy na szklaną pokrywę techniką tampondruku.;;? 320 mm;plastik;szkło;A3;tampodruk;1;40;40;320.0;320.0;60.0;karton;pudełko;biały;TAK;;zielony;;0.7;0.55;335.0;330.0;70.0;;;;;;7.0;5.5;600.0;350.0;355.0;10;200
R64395.08;Zegar ścienny czerwony;;19,90 zł;;Elektronika;Zegary i radia;Okrągły zegar ścienny z szklaną pokrywą. Zasilany 1 baterią typu AA (dołączona do produktu). Pakowany w białe kartonowe pudełko. Logo naniesiemy na szklaną pokrywę techniką tampondruku.;;? 320 mm;plastik;szkło;A3;tampodruk;1;40;40;320.0;320.0;60.0;karton;pudełko;biały;TAK;;czerwony;;0.7;0.55;335.0;330.0;70.0;;;;;;7.0;5.5;600.0;350.0;355.0;10;200
R64397.05;Zegar ścienny zielony;;18,90 zł;;Elektronika;Zegary i radia;Kwadratowy zegar ścienny z szklaną obudową. Zasilany 1 baterią typu AA (dołączona do produktu). Pakowany w białe kartonowe pudełko. Logo naniesiemy na szklaną obudowę techniką tampondruku.;;;plastik;szkło;A3;tampodruk;1;40;40;280.0;280.0;40.0;karton;pudełko;biały;TAK;;zielony;;1.25;1.03;285.0;285.0;45.0;;;;;;12.5;10.3;500.0;300.0;590.0;10;180
R64397.08;Zegar ścienny czerwony;;18,90 zł;;Elektronika;Zegary i radia;Kwadratowy zegar ścienny z szklaną obudową. Zasilany 1 baterią typu AA (dołączona do produktu). Pakowany w białe kartonowe pudełko. Logo naniesiemy na szklaną obudowę techniką tampondruku.;;;plastik;szkło;A3;tampodruk;1;40;40;280.0;280.0;40.0;karton;pudełko;biały;TAK;;czerwony;;1.25;1.03;285.0;285.0;45.0;;;;;;12.5;10.3;500.0;300.0;590.0;10;180
R64406;Zegar ścienny;;18,90 zł;;Elektronika;Zegary i radia;Popularny zegar ścienny z termometrem i higrometrem. Zasilany baterią typu R6 dołączoną do produktu. Wykonany z plastiku i szkła pakowany jest w czarne kartonowe pudełko. Logotyp naniesiemy na obudowę zegara metodą tampondruku.;;dołączone baterie;plastik;szkło;A3;tampodruk;1;50;16;250.0;40.0;250.0;karton;pudełko;czarny;TAK;Biały;srebrny;;0.55;0.05;250.0;250.0;45.0;;;;;;11.0;10.0;410.0;266.0;523.0;20;480
R64408.02;Zegar ścienny, czarny;;29,90 zł;;Elektronika;Zegary i radia;Elegancki zegar ścienny wykonany z metalu i szkła. Zasilany baterią typu R6 dołączoną do produktu. Praktyczny prezent do biura dla Państwa klienta. Pakowany w srebrne kartonowe pudełko. Logo umieścimy na tarczy zegara ( tampondruk) lub na obramowaniu techniką grawerki laserowej. ;;?250;metal;szkło;L2;laser;1;30;30;250.0;250.0;40.0;karton;pudełko;srebrny;TAK;Srebrny;czarny;;0.65;0.6;250.0;250.0;45.0;;;;;;13.0;12.0;530.0;500.0;280.0;20;480
R64408.04;Zegar ścienny, niebieski;;29,90 zł;;Elektronika;Zegary i radia;Elegancki zegar ścienny wykonany z metalu i szkła. Zasilany baterią typu R6 dołączoną do produktu. Praktyczny prezent do biura dla Państwa klienta. Pakowany w srebrne kartonowe pudełko. Logo umieścimy na tarczy zegara ( tampondruk) lub na obramowaniu techniką grawerki laserowej. ;;?250;metal;szkło;L2;laser;1;30;30;250.0;250.0;40.0;karton;pudełko;srebrny;TAK;Srebrny;niebieski;;0.65;0.6;250.0;250.0;45.0;;;;;;13.0;12.0;530.0;500.0;280.0;20;480
R64408.08;Zegar ścienny, czerwony;;29,90 zł;;Elektronika;Zegary i radia;Elegancki zegar ścienny wykonany z metalu i szkła. Zasilany baterią typu R6 dołączoną do produktu. Praktyczny prezent do biura dla Państwa klienta. Pakowany w srebrne kartonowe pudełko. Logo umieścimy na tarczy zegara ( tampondruk) lub na obramowaniu technika grawerki laserowej. ;;?250;metal;szkło;L2;laser;1;30;30;250.0;250.0;40.0;karton;pudełko;srebrny;TAK;Srebrny;czerwony;;0.65;0.6;250.0;250.0;45.0;;;;;;13.0;12.0;530.0;500.0;280.0;20;480
R64409;Zegar ścienny;;15,90 zł;;Elektronika;Zegary i radia;Wykonany z plastiku i szkła zegar ścienny. Zasilany 1 baterią typu AA (dołączona do produktu). Pakowany w białe kartonowe pudełko. Logo naniesiemy na obudowę zegara techniką tampondruku.;;baterie dołączone;plastik;szkło;A3;tampodruk;1;50;16;280.0;280.0;40.0;karton;pudełko;biały;TAK;;srebrny;czarny;0.53;0.45;290.0;290.0;40.0;;;;;;10.5;9.0;450.0;300.0;590.0;20;360
R64415.04;Zegar ścienny, niebieski;;15,50 zł;;Elektronika;Zegary i radia;Plastikowy zegar z metalowymi wskazówkami i wyciąganą tarczą. Oferowany w 2 kolorach. Dołączona jedna bateria typu AA. Pakowany w białe opakowanie kartonowe. Logo naniesiemy na tarczę techniką tampondruku.;;? 280 mm;plastik;szkło;A3;tampodruk;1;50;25;280.0;280.0;40.0;karton;pudełko;biały;TAK;;niebieski;;0.47;0.33;285.0;285.0;45.0;;;;;;9.5;8.2;497.0;293.0;581.0;20;360
R64415.06;Zegar ścienny, biały;;17,50 zł;;Elektronika;Zegary i radia;Plastikowy zegar z metalowymi wskazówkami i wyciąganą tarczą. Oferowany w 2 kolorach. Dołączona jedna bateria typu AA. Pakowany w białe opakowanie kartonowe. Logo naniesiemy na tarczę techniką tampondruku.;;? 280 mm;plastik;szkło;A3;tampodruk;1;50;25;280.0;280.0;40.0;karton;pudełko;biały;TAK;;biały;;0.47;0.33;285.0;285.0;45.0;;;;;;9.5;8.2;497.0;293.0;581.0;20;360
R64418.08;Zegar ścienny, czerwony;;11,90 zł;;Elektronika;Zegary i radia;Plastikowy zegar z metalowymi wskazówkami. Oferowany w 2 kolorach. Dołączona jedna bateria typu AA. Pakowany w białe opakowanie kartonowe. Logo naniesiemy na obudowę zegara techniką tampondruku.;;?222;plastik;szkło;A3;tampodruk;1;50;15;222.0;222.0;36.0;karton;pudełko;biały;TAK;;czerwony;;0.47;0.44;235.0;235.0;42.0;;;;;;9.5;8.8;454.0;241.0;470.0;20;360
R64455.04;Czyścik;;2,95 zł;;Do biura;Akcesoria osobiste;Praktyczny czyścik do monitorów i okularów. Wykonany z plastiku i poliestru. Pakowany w woreczek foliowy. Logo naniesiemy techniką tampondruku.;;;Plastik;Poliester;A2;tampodruk;4;15;20;45.0;50.0;6.0;folia;woreczek foliowy;bezbarwny;;;niebieski;;;;;;;3.25;2.75;340.0;250.0;170.0;6.5;5.5;345.0;255.0;350.0;1000;42000
R64475.04;Kalkulator, niebieski;;7,15 zł;;Elektronika;Kalkulatory;Estetyczny kalkulator wykonany z plastiku. zasilany  na baterie( w cenie produktu).  Pakowany w białe kartonowe pudełko. Logo naniesiemy nad wyświetlaczem techniką tampondruku. ;;;plastik;;A2;tampodruk;4;40;8;75.0;17.0;105.0;karton;pudełko;biały;TAK;Srebrny;niebieski;;0.0;0.0;110.0;75.0;20.0;;;;;;13.0;12.0;440.0;380.0;260.0;200;7200
R64475.05;Kalkulator, zielony;;7,15 zł;;Elektronika;Kalkulatory;Estetyczny kalkulator wykonany z plastiku. zasilany  na baterie( w cenie produktu).  Pakowany w białe kartonowe pudełko. Logo naniesiemy nad wyświetlaczem techniką tampondruku. ;;;plastik;;A2;tampodruk;4;40;8;75.0;17.0;105.0;karton;pudełko;biały;TAK;Srebrny;zielony;;0.0;0.0;110.0;75.0;20.0;;;;;;13.0;12.0;440.0;380.0;260.0;200;7200
R64483;Kalkulator Transparent;EOY 2013;14,90 zł;;Elektronika;Kalkulatory;Poręczny biały plastikowy kalkulator z przezroczystymi przyciskami. Zasilany baterią AG10 (w cenie produktu). Wyświetlacz 12-cyfrowy. Pakowany w czarne opakowanie upominkowe.;;;plastik;;A2;tampodruk;4;60;15;155.0;90.0;15.0;karton;opakowanie upominkowe;czarny;TAK;;biały;;0.0;0.0;155.0;90.0;15.0;10.5;8.5;415.0;390.0;170.0;21.0;17.0;415.0;390.0;350.0;200;6000
R64484;Kalkulator;EOY 2013;16,90 zł;;Elektronika;Kalkulatory;10-cyfrowy plastikowy kalkulator. Zasilany baterią AG10 (w cenie produktu). Pakowany w białe kartonowe opakowanie.;;;Plastik;;A2;tampodruk;4;45;14;115.0;58.0;10.0;karton;pudełko kartonowe;biały;TAK;;biały;;0.07;0.06;65.0;130.0;15.0;;;;;;13.4;12.3;350.0;300.0;310.0;200;9600
R73000;Gwizdek „piłka”;;3,50 zł;;Na promocje;Dla kibiców;Gadżet kibica. Gwizdek w kształcie piłki. Wykonany z plastiku. Pakowany pojedynczo w woreczek foliowy. Logo naniesiemy na piłkę techniką tampondruku.;;;plastik;;A2;tampodruk;4;15;15;75.0;90.0;73.0;folia;woreczek foliowy;bezbarwny;;Czarny;biały;;0.0;0.0;70.0;80.0;70.0;2.0;2.0;390.0;390.0;80.0;10.0;10.0;400.0;400.0;350.0;100;2400
R73002;Brelok gwizdek - czapeczka piłkarska;;2,75 zł;;Na promocje;Dla kibiców;Brelok w kształcie czapeczki kibica z gwizdkiem i otwieraczem. Pakowany w woreczek plastikowy. Logo naniesiemy na brelok techniką tampondruku.;;;plastik;metal;A1;tampodruk;4;20;15;60.0;40.0;23.0;folia;woreczek foliowy;bezbarwny;;;biały;;0.02;0.02;60.0;40.0;23.0;5.75;4.75;400.0;190.0;190.0;11.5;10.5;415.0;205.0;425.0;500;30000
R73008.03;Kołatka koszulka, biało-żółta;;1,65 zł;;Na promocje;Dla kibiców;Plastikowa kołatka w kształcie koszulki sportowej. Pakowana w woreczek foliowy. Logo naniesiemy na kołatkę techniką tampondruku.;;;Plastik;;A3;tampodruk;4;30;40;185.0;65.0;19.0;folia;woreczek foliowy;bezbarwny;;;biały;żółty;;;;;;1.38;1.13;230.0;620.0;70.0;5.5;4.5;640.0;250.0;300.0;200;4800
R73008.04;Kołatka koszulka, biało-niebieska;;1,65 zł;;Na promocje;Dla kibiców;Plastikowa kołatka w kształcie koszulki sportowej. Pakowana w woreczek foliowy. Logo naniesiemy na kołatkę techniką tampondruku.;;;Plastik;;A3;tampodruk;4;30;40;185.0;65.0;19.0;folia;woreczek foliowy;bezbarwny;;;biały;niebieski;;;;;;1.38;1.13;230.0;620.0;70.0;5.5;4.5;640.0;250.0;300.0;200;4800
R73008.05;Kołatka koszulka, biało-zielona;;1,65 zł;;Na promocje;Dla kibiców;Plastikowa kołatka w kształcie koszulki sportowej. Pakowana w woreczek foliowy. Logo naniesiemy na kołatkę techniką tampondruku.;;;Plastik;;A3;tampodruk;4;30;40;185.0;65.0;19.0;folia;woreczek foliowy;bezbarwny;;;biały;zielony;;;;;;1.38;1.13;230.0;620.0;70.0;5.5;4.5;640.0;250.0;300.0;200;4800
R73008.06;Kołatka koszulka, czerwono-biała;;1,65 zł;;Na promocje;Dla kibiców;Plastikowa kołatka w kształcie koszulki sportowej. Pakowana w woreczek foliowy. Logo naniesiemy na kołatkę techniką tampondruku.;;;Plastik;;A3;tampodruk;4;30;40;185.0;65.0;19.0;folia;woreczek foliowy;bezbarwny;;;czerwony;biały;;;;;;1.38;1.13;230.0;620.0;70.0;5.5;4.5;640.0;250.0;300.0;200;4800
R73008.08;Kołatka koszulka, biało-czerwona;;1,65 zł;;Na promocje;Dla kibiców;Plastikowa kołatka w kształcie koszulki sportowej. Pakowana w woreczek foliowy. Logo naniesiemy na kołatkę techniką tampondruku.;;;Plastik;;A3;tampodruk;4;30;40;185.0;65.0;19.0;folia;woreczek foliowy;bezbarwny;;;biały;czerwony;;;;;;1.38;1.13;230.0;620.0;70.0;5.5;4.5;640.0;250.0;300.0;200;4800
R73026;Opaska samozaciskowa World Soccer;;2,90 zł;;Na promocje;Dla kibiców;Opaska samozaciskowa na rękę z motywem piłki nożnej. Wykonana z miękkiego tworzywa sztucznego. Pakowana w woreczek foliowy. Logo w maksymalnie jednym kolorze naniesiemy na opaskę techniką tampondruku.;;;tworzywo sztuczne;;A2;tampodruk;1;45;7;240.0;33.0;5.0;folia;woreczek foliowy;bezbarwny;;;biały;czarny;;;;;;4.25;3.25;340.0;260.0;90.0;8.5;6.5;355.0;260.0;200.0;250;12250
R73030.06;Brelok latarka – koszulka biała;;1,19 zł;;Na promocje;Breloki;Brelok – latarka w kształcie koszulki sportowej wykonany z ekoskóry. Wyposażony w diodę w kolorze czerwonym. Zasilany 2 bateriami AG 10 (dołączone do produktu). Pakowany w woreczek foliowy.;;;ekoskóra;metal;A1;tampodruk;4;20;25;60.0;58.0;10.0;folia;woreczek foliowy;bezbarwny;;;biały;;;;;;;3.95;3.05;260.0;240.0;220.0;7.9;6.1;270.0;250.0;460.0;500;21000
R73030.08;Brelok latarka – koszulka czerwona;;1,19 zł;;Na promocje;Breloki;Brelok – latarka w kształcie koszulki sportowej wykonany z ekoskóry. Wyposażony w diodę w kolorze czerwonym. Zasilany 2 bateriami AG 10 (dołączone do produktu). Pakowany w woreczek foliowy.;;;ekoskóra;metal;A2;tampodruk;4;20;25;60.0;58.0;10.0;folia;woreczek foliowy;bezbarwny;;;czerwony;;;;;;;3.95;3.05;260.0;240.0;220.0;7.9;6.1;270.0;250.0;460.0;500;21000
